sw001,t,19.676575290474645,49.979719639188986,211.38
sw002,t,19.676574875424393,49.97978050753324,211.43
2 UT23,t,19.676601990267127,49.97997638400343,211.46
sw003,t,19.676576729169106,49.979865409311856,211.41
2 UT22,t,19.67663601470418,49.97997632258695,211.44
sw004,t,19.676576731635276,49.979865319424086,211.40
2 UT21,t,19.676668371346754,49.97997606230256,211.42
sw005,t,19.67657791734596,49.979888171595334,211.34
2 UT20,t,19.676698920800586,49.979975601561506,211.51
sw006,t,19.67657835054506,49.97990795804002,211.36
2 SV4,p,19.676714677241133,49.979975601472916,211.49
sw007,t,19.676578883679436,49.97992918427949,211.36
2 UT19,t,19.676750667987612,49.97997502295802,211.42
sw008,t,19.676579695601713,49.97995041369949,211.41
2 UT18,t,19.67679894018979,49.97997404502934,211.42
sw009,t,19.676580740632723,49.97996822897395,211.46
2 UT34,t,19.677387391982542,49.979973113041694,209.66
sw010,t,19.676580381860653,49.979986387896474,211.49
1 SV2,p,19.676707514981114,49.98042473967992,211.45
sw011,t,19.676581487369006,49.98000708117019,211.47
1 SV3,p,19.677138448290098,49.98042228167523,211.26
sw012,t,19.676582248681132,49.980025073039435,211.43
1 UT1,t,19.677240569386864,49.980420389063156,211.24
sw013,t,19.67658232288803,49.98004269740599,211.36
1 UT2,t,19.677202198732353,49.980421300256,211.20
sw014,t,19.676582245369882,49.98006076962111,211.40
1 UT3,t,19.677162431659536,49.9804222854278,211.20
sw015,t,19.67658231217806,49.98007866365091,211.48
1 UT4,t,19.677089204807434,49.98042306883808,211.25
sw016,t,19.676583330637794,49.980148270189915,211.49
1 UT5,t,19.677038838765938,49.980424112925284,211.28
sw017,t,19.676581869590414,49.98021676944929,211.46
1 UT6,t,19.67679924687537,49.98042542641772,211.42
sw018,t,19.676582328003278,49.98028645951325,211.42
1 UT7,t,19.676749891116376,49.98042522308077,211.36
sw019,t,19.676582995712725,49.9803180276168,211.30
1 UT8,t,19.676681428354538,49.98042516141933,211.41
sw020,t,19.676583443711515,49.98033727473341,211.34
1 UT9,t,19.67664420984202,49.98042473683231,211.42
sw021,t,19.676583879379553,49.98035697128886,211.34
1 UT10,t,19.676605316122153,49.98042438303775,211.46
sw022,t,19.6765844125175,49.980378197526754,211.34
1 UT11,t,19.67724044724651,49.98041975825904,211.30
sw023,t,19.676584581726768,49.980397441462564,211.38
