03,A, 01 ,Temperature,030100,4,28803FC30600007F,49.979319,19.676709,212.77,"0,1C","0,5C"
03,A, 01 ,Temperature,030101,4,28506CC506000069,49.979318,19.676668,212.64,"0,1C","0,5C"
03,A, 01 ,Temperature,030102,4,2830B2C30600005F,49.979319,19.676709,214.77,"0,1C","0,5C"
03,A, 01 ,Temperature,030103,4,28B0A6C406000050,49.979318,19.676752,212.91,"0,1C","0,5C"
03,A, 01 ,Temperature,030104,4,28142FC506000067,49.979318,19.676752,211.91,"0,1C","0,5C"
03,A, 01 ,Temperature,030105,4,280C74C4060000F7,49.979319,19.676709,211.77,"0,1C","0,5C"
03,A, 01 ,Temperature,030106,4,28921BD306000095,49.979318,19.676626,212.78,"0,1C","0,5C"
03,A, 01 ,Temperature,030107,4,287240C506000068,49.979316,19.676584,211.78,"0,1C","0,5C"
03,A, 01 ,Temperature,030108,4,288A85C4060000C4,49.979318,19.676668,213.64,"0,1C","0,5C"
03,A, 01 ,Temperature,030109,4,28A675C4060000A9,49.979318,19.676626,211.78,"0,1C","0,5C"
03,A, 01 ,Temperature,030110,4,289EC6C4060000E4,49.979318,19.676752,213.91,"0,1C","0,5C"
03,A, 01 ,Temperature,030111,4,28813FC4060000CE,49.979318,19.676793,211.95,"0,1C","0,5C"
03,A, 01 ,Temperature,030112,4,280987A20600006D,49.979319,19.676709,213.77,"0,1C","0,5C"
03,A, 01 ,Temperature,030113,4,287751C4060000BD,49.979318,19.676668,211.64,"0,1C","0,5C"
03,A, 02 ,Temperature,030200,4,2860C64307000071,49.979364,19.676709,212.75,"0,1C","0,5C"
03,A, 02 ,Temperature,030201,4,2832A944070000C9,49.979364,19.676709,214.75,"0,1C","0,5C"
03,A, 02 ,Temperature,030202,4,28F2B6C406000037,49.979365,19.676585,211.81,"0,1C","0,5C"
03,A, 02 ,Temperature,030203,4,2826E74407000005,49.979364,19.676709,213.75,"0,1C","0,5C"
03,A, 02 ,Temperature,030204,4,280EC943070000CE,49.979364,19.676709,211.75,"0,1C","0,5C"
03,A, 02 ,Temperature,030205,4,284EB0C4060000D1,49.979364,19.676751,213.98,"0,1C","0,5C"
03,A, 02 ,Temperature,030206,4,28016BC506000021,49.979364,19.676751,211.98,"0,1C","0,5C"
03,A, 02 ,Temperature,030207,4,2871A8C40600005A,49.979364,19.676668,213.72,"0,1C","0,5C"
03,A, 02 ,Temperature,030208,4,2869AFC4060000F1,49.979364,19.676668,212.72,"0,1C","0,5C"
03,A, 02 ,Temperature,030209,4,284DB6C306000092,49.979365,19.676626,212.76,"0,1C","0,5C"
03,A, 02 ,Temperature,030210,4,28FDB6C306000095,49.979364,19.676751,212.98,"0,1C","0,5C"
03,A, 02 ,Temperature,030211,4,28E3E8C3060000EA,49.979364,19.676793,211.93,"0,1C","0,5C"
03,A, 02 ,Temperature,030212,4,289B17C40600009C,49.979365,19.676626,211.76,"0,1C","0,5C"
03,A, 02 ,Temperature,030213,4,288766C40600001A,49.979364,19.676668,211.72,"0,1C","0,5C"
03,A, 03 ,Temperature,030300,4,28B83CC4060000FB,49.979409,19.676752,211.95,"0,1C","0,5C"
03,A, 03 ,Temperature,030301,4,288264C5060000FD,49.979409,19.676752,212.95,"0,1C","0,5C"
03,A, 03 ,Temperature,030302,4,282276C50600005E,49.979409,19.67671,214.84,"0,1C","0,5C"
03,A, 03 ,Temperature,030303,4,28CA98C5060000AE,49.979408,19.676793,211.9,"0,1C","0,5C"
03,A, 03 ,Temperature,030304,4,28EA8DC406000039,49.979409,19.67671,212.84,"0,1C","0,5C"
03,A, 03 ,Temperature,030305,4,28DA81C306000073,49.97941,19.676584,211.79,"0,1C","0,5C"
03,A, 03 ,Temperature,030306,4,287A45C406000094,49.979409,19.676668,211.81,"0,1C","0,5C"
03,A, 03 ,Temperature,030307,4,28A6A5C306000071,49.979409,19.67671,213.84,"0,1C","0,5C"
03,A, 03 ,Temperature,030308,4,28F642C406000052,49.97941,19.676626,212.83,"0,1C","0,5C"
03,A, 03 ,Temperature,030310,4,28E160C506000078,49.979409,19.67671,211.84,"0,1C","0,5C"
03,A, 03 ,Temperature,030311,4,289156C3060000F1,49.97941,19.676626,211.83,"0,1C","0,5C"
03,A, 03 ,Temperature,030313,4,28935DC406000069,49.979409,19.676668,212.81,"0,1C","0,5C"
03,A, 03 ,Temperature,030314,4,28F349C30600004F,49.979409,19.676752,213.95,"0,1C","0,5C"
03,A, 04 ,Temperature,030400,4,284861A1060000E1,49.979455,19.676668,213.79,"0,1C","0,5C"
03,A, 04 ,Temperature,030401,4,28D8A6C5060000BD,49.979454,19.676794,211.89,"0,1C","0,5C"
03,A, 04 ,Temperature,030402,4,282478C4060000C1,49.979455,19.676627,211.85,"0,1C","0,5C"
03,A, 04 ,Temperature,030403,4,28AAA84407000014,49.979454,19.67671,212.82,"0,1C","0,5C"
