1,3,1,A,Temperature,04,03010400,2825776C07000087,49.979318,19.676793,211.95,
2,3,1,A,Temperature,04,03010401,2869756C0700000C,49.979318,19.676752,211.91,
3,3,1,A,Temperature,04,03010402,2805636B070000D4,49.979318,19.676752,212.91,
4,3,1,A,Temperature,04,03010403,2891506C070000F5,49.979318,19.676752,213.91,
5,3,1,A,Temperature,04,03010404,28E27B6C070000BC,49.979319,19.676709,211.77,
6,3,1,A,Temperature,04,03010405,287E796C070000F3,49.979319,19.676709,212.77,
7,3,1,A,Temperature,04,03010406,286B586B070000F0,49.979319,19.676709,213.77,
8,3,1,A,Temperature,04,03010407,28762D6C070000D8,49.979319,19.676709,214.77,
9,3,1,A,Temperature,04,03010408,2884596B07000030,49.979318,19.676668,211.64,
10,3,1,A,Temperature,04,03010409,288C326B070000F0,49.979318,19.676668,212.64,
11,3,1,A,Temperature,04,03010410,281C7C6C0700008C,49.979318,19.676668,213.64,
12,3,1,A,Temperature,04,03010411,2834476A07000066,49.979318,19.676626,211.78,
13,3,1,A,Temperature,04,03010412,28F2416C070000DE,49.979318,19.676626,212.78,
14,3,1,A,Temperature,04,03010413,28CF666C070000D0,49.979316,19.676584,211.78,
15,3,2,A,Temperature,04,03020400,28B0086A070000D6,49.979364,19.676793,211.93,
16,3,2,A,Temperature,04,03020401,289E876A070000D7,49.979364,19.676751,211.98,
17,3,2,A,Temperature,04,03020402,2888A344070000BC,49.979364,19.676751,212.98,
18,3,2,A,Temperature,04,03020403,28649E6B0700006A,49.979364,19.676751,213.98,
19,3,2,A,Temperature,04,03020404,2807346C070000F8,49.979364,19.676709,211.75,
20,3,2,A,Temperature,04,03020405,28250E6C07000019,49.979364,19.676709,212.75,
21,3,2,A,Temperature,04,03020406,28D9736C07000097,49.979364,19.676709,213.75,
22,3,2,A,Temperature,04,03020407,28CE166C0700008A,49.979364,19.676709,214.75,
23,3,2,A,Temperature,04,03020408,280DDA69070000CE,49.979364,19.676668,211.72,
24,3,2,A,Temperature,04,03020409,28977F6C070000D0,49.979364,19.676668,212.72,
25,3,2,A,Temperature,04,03020410,28EC526C070000A4,49.979364,19.676668,213.72,
26,3,2,A,Temperature,04,03020411,28F27D6A07000072,49.979365,19.676626,211.76,
27,3,2,A,Temperature,04,03020412,2864156C07000057,49.979365,19.676626,212.76,
28,3,2,A,Temperature,04,03020413,28D2696C070000AE,49.979365,19.676585,211.81,
29,3,3,A,Temperature,04,03030400,28CA98C5060000AE,49.979408,19.676793,211.9,
30,3,3,A,Temperature,04,03030401,28B83CC4060000FB,49.979409,19.676752,211.95,
31,3,3,A,Temperature,04,03030402,288264C5060000FD,49.979409,19.676752,212.95,
32,3,3,A,Temperature,04,03030403,28F349C30600004F,49.979409,19.676752,213.95,
33,3,3,A,Temperature,04,03030404,28E160C506000078,49.979409,19.67671,211.84,
34,3,3,A,Temperature,04,03030405,28EA8DC406000039,49.979409,19.67671,212.84,
35,3,3,A,Temperature,04,03030406,28A6A5C306000071,49.979409,19.67671,213.84,
36,3,3,A,Temperature,04,03030407,282276C50600005E,49.979409,19.67671,214.84,
37,3,3,A,Temperature,04,03030408,287A45C406000094,49.979409,19.676668,211.81,
38,3,3,A,Temperature,04,03030409,28935DC406000069,49.979409,19.676668,212.81,
39,3,3,A,Temperature,04,03030410,287F4EC40600000F,49.979409,19.676668,213.81,
40,3,3,A,Temperature,04,03030411,28FE5C6C07000033,49.97941,19.676626,211.83,
41,3,3,A,Temperature,04,03030412,2853476A07000020,49.97941,19.676626,212.83,
42,3,3,A,Temperature,04,03030413,28DA81C306000073,49.97941,19.676584,211.79,
43,3,4,A,Temperature,04,03040400,28D8A6C5060000BD,49.979454,19.676794,211.89,
44,3,4,A,Temperature,04,03040401,28458FC50600004D,49.979454,19.676752,211.95,
45,3,4,A,Temperature,04,03040402,28AD67C306000028,49.979454,19.676752,212.95,
46,3,4,A,Temperature,04,03040403,281E35C4060000E6,49.979454,19.676752,213.95,
47,3,4,A,Temperature,04,03040404,28D391440700006D,49.979454,19.67671,211.82,
48,3,4,A,Temperature,04,03040405,28AAA84407000014,49.979454,19.67671,212.82,
49,3,4,A,Temperature,04,03040406,281FEC4307000088,49.979454,19.67671,213.82,
50,3,4,A,Temperature,04,03040407,2806D144070000AB,49.979454,19.67671,214.82,
51,3,4,A,Temperature,04,03040408,282151C5060000AE,49.979455,19.676668,211.79,
52,3,4,A,Temperature,04,03040409,2845A8C40600006B,49.979455,19.676668,212.79,
53,3,4,A,Temperature,04,03040410,284861A1060000E1,49.979455,19.676668,213.79,
54,3,4,A,Temperature,04,03040411,2846D56A070000A4,49.979455,19.676627,211.85,
55,3,4,A,Temperature,04,03040412,28DA7B6C070000F0,49.979455,19.676627,212.85,
56,3,4,A,Temperature,04,03040413,287B466B07000075,49.979455,19.676585,211.76,
57,3,5,A,Temperature,04,03050400,289AE1C306000017,49.979499,19.676795,211.9,
58,3,5,A,Temperature,04,03050401,28D14BC406000092,49.979499,19.676753,211.92,
59,3,5,A,Temperature,04,03050402,285C40C406000042,49.979499,19.676753,212.92,
60,3,5,A,Temperature,04,03050403,2824A1C40600006C,49.979499,19.676753,213.92,
61,3,5,A,Temperature,04,03050404,289F92C406000059,49.9795,19.676711,211.8,
62,3,5,A,Temperature,04,03050405,287079C506000071,49.9795,19.676711,212.8,
63,3,5,A,Temperature,04,03050406,289C6DC4060000C9,49.9795,19.676711,213.8,
64,3,5,A,Temperature,04,03050407,28E0D7C306000058,49.9795,19.676711,214.8,
65,3,5,A,Temperature,04,03050408,288897C5060000DA,49.9795,19.676669,211.79,
66,3,5,A,Temperature,04,03050409,28BF37C506000081,49.9795,19.676669,212.79,
67,3,5,A,Temperature,04,03050410,28C481C506000032,49.9795,19.676669,213.79,
68,3,5,A,Temperature,04,03050411,288BEBC3060000C6,49.9795,19.676628,211.83,
69,3,5,A,Temperature,04,03050412,28AC51C406000081,49.9795,19.676628,212.83,
70,3,5,A,Temperature,04,03050413,2800000000000000,49.9795,19.676586,211.72,
71,3,6,A,Temperature,04,03060400,28DF8AA10600007F,49.979543,19.676794,211.95,
72,3,6,A,Temperature,04,03060401,280B72C4060000EE,49.979543,19.676753,211.97,
73,3,6,A,Temperature,04,03060402,28F860C40600003A,49.979543,19.676753,212.97,
74,3,6,A,Temperature,04,03060403,280C96A1060000BF,49.979543,19.676753,213.97,
75,3,6,A,Temperature,04,03060404,28EF92C50600004E,49.979544,19.676711,211.81,
76,3,6,A,Temperature,04,03060405,28CAF5C30600005A,49.979544,19.676711,212.81,
77,3,6,A,Temperature,04,03060406,28963EC4060000DD,49.979544,19.676711,213.81,
78,3,6,A,Temperature,04,03060407,281F07C4060000D6,49.979544,19.676711,214.81,
79,3,6,A,Temperature,04,03060408,28AF9FC5060000D7,49.979544,19.676669,211.78,
80,3,6,A,Temperature,04,03060409,28E14CC40600002E,49.979544,19.676669,212.78,
81,3,6,A,Temperature,04,03060410,28D1ABC406000048,49.979544,19.676669,213.78,
82,3,6,A,Temperature,04,03060411,281467C5060000B0,49.979544,19.676627,211.75,
83,3,6,A,Temperature,04,03060412,28B62DC5060000D6,49.979544,19.676627,212.75,
84,3,6,A,Temperature,04,03060413,28DC9EC5060000DB,49.979544,19.676585,211.74,
85,3,7,A,Temperature,04,03070400,28965AC306000055,49.979588,19.676795,211.96,
86,3,7,A,Temperature,04,03070401,28251A6C0700007A,49.979588,19.676753,211.99,
87,3,7,A,Temperature,04,03070402,2801896B0700006F,49.979588,19.676753,212.99,
88,3,7,A,Temperature,04,03070403,285F5F6C07000016,49.979588,19.676753,213.99,
89,3,7,A,Temperature,04,03070404,28CA02C40600002B,49.979588,19.676712,211.77,
90,3,7,A,Temperature,04,03070405,28134AC4060000AE,49.979588,19.676712,212.77,
91,3,7,A,Temperature,04,03070406,2881C9C4060000F4,49.979588,19.676712,213.77,
92,3,7,A,Temperature,04,03070407,28C168C5060000F0,49.979588,19.676712,214.77,
93,3,7,A,Temperature,04,03070408,28B3B3C4060000A7,49.979588,19.67667,211.74,
94,3,7,A,Temperature,04,03070409,289DE7C30600000E,49.979588,19.67667,212.74,
95,3,7,A,Temperature,04,03070410,285F67C50600003D,49.979588,19.67667,213.74,
96,3,7,A,Temperature,04,03070411,286749C4060000A4,49.979589,19.676628,211.8,
97,3,7,A,Temperature,04,03070412,28B9A7C506000084,49.979589,19.676628,212.8,
98,3,7,A,Temperature,04,03070413,282141C40600005D,49.979588,19.676587,211.77,
99,3,8,A,Temperature,04,03080400,2801726C0700003F,49.979633,19.676795,211.98,
100,3,8,A,Temperature,04,03080401,281428C4060000B9,49.979633,19.676754,211.98,
101,3,8,A,Temperature,04,03080402,286BAEC406000052,49.979633,19.676754,212.98,
102,3,8,A,Temperature,04,03080403,2878ADC40600001E,49.979633,19.676754,213.98,
103,3,8,A,Temperature,04,03080404,289D69C4060000E1,49.979633,19.676712,211.73,
104,3,8,A,Temperature,04,03080405,28D0A4A106000001,49.979633,19.676712,212.73,
105,3,8,A,Temperature,04,03080406,28034EC506000065,49.979633,19.676712,213.73,
106,3,8,A,Temperature,04,03080407,282950C3060000CB,49.979633,19.676712,214.73,
107,3,8,A,Temperature,04,03080408,28CE80C506000030,49.979633,19.67667,211.79,
108,3,8,A,Temperature,04,03080409,284644C506000046,49.979633,19.67667,212.79,
109,3,8,A,Temperature,04,03080410,28C890C406000071,49.979633,19.67667,213.79,
110,3,8,A,Temperature,04,03080411,289485C40600008C,49.979634,19.676628,211.79,
111,3,8,A,Temperature,04,03080412,287748C406000032,49.979634,19.676628,212.79,
112,3,8,A,Temperature,04,03080413,288DD46A0700000E,49.979634,19.676587,211.77,
113,3,9,A,Temperature,04,03090400,28244EC30600005F,49.979677,19.676796,211.98,
114,3,9,A,Temperature,04,03090401,280E52C4060000FD,49.979678,19.676754,211.99,
115,3,9,A,Temperature,04,03090402,28D65DC506000078,49.979678,19.676754,212.99,
116,3,9,A,Temperature,04,03090403,287077C5060000D3,49.979678,19.676754,213.99,
117,3,9,A,Temperature,04,03090404,2823A84407000068,49.979678,19.676713,211.79,
118,3,9,A,Temperature,04,03090405,28F63EC306000098,49.979678,19.676713,212.79,
119,3,9,A,Temperature,04,03090406,281BB84407000058,49.979678,19.676713,213.79,
120,3,9,A,Temperature,04,03090407,2894B444070000B7,49.979678,19.676713,214.79,
